date,cases_sevendayaveraged
30/12/2023,1450.5714
31/12/2023,1450.5714
01/01/2024,1263.8572
02/01/2024,1263.8572
03/01/2024,1263.8572
04/01/2024,1263.8572
05/01/2024,1263.8572
06/01/2024,1263.8572
07/01/2024,1263.8572
08/01/2024,965.5714
09/01/2024,965.5714
10/01/2024,965.5714
11/01/2024,965.5714
12/01/2024,965.5714
13/01/2024,965.5714
14/01/2024,965.5714
15/01/2024,934.2857
16/01/2024,934.2857
17/01/2024,934.2857
18/01/2024,934.2857
19/01/2024,934.2857
20/01/2024,934.2857
21/01/2024,934.2857
22/01/2024,942.7143
23/01/2024,942.7143
24/01/2024,942.7143
25/01/2024,942.7143
26/01/2024,942.7143
27/01/2024,942.7143
28/01/2024,942.7143
29/01/2024,736.7143
30/01/2024,736.7143
31/01/2024,736.7143
01/02/2024,736.7143
02/02/2024,736.7143
03/02/2024,736.7143
04/02/2024,736.7143
05/02/2024,581.5714
06/02/2024,581.5714
07/02/2024,581.5714
08/02/2024,581.5714
09/02/2024,581.5714
10/02/2024,581.5714
11/02/2024,581.5714
12/02/2024,411
13/02/2024,411
14/02/2024,411
15/02/2024,411
16/02/2024,411
17/02/2024,411
18/02/2024,411
19/02/2024,282.57144
20/02/2024,282.57144
21/02/2024,282.57144
22/02/2024,282.57144
23/02/2024,282.57144
24/02/2024,282.57144
25/02/2024,282.57144
26/02/2024,224.28572
27/02/2024,224.28572
28/02/2024,224.28572
29/02/2024,224.28572
01/03/2024,224.28572
02/03/2024,224.28572
03/03/2024,224.28572
04/03/2024,229.28572
05/03/2024,229.28572
06/03/2024,229.28572
07/03/2024,229.28572
08/03/2024,229.28572
09/03/2024,229.28572
10/03/2024,229.28572
11/03/2024,245.57143
12/03/2024,245.57143
13/03/2024,245.57143
14/03/2024,245.57143
15/03/2024,245.57143
16/03/2024,245.57143
17/03/2024,245.57143
18/03/2024,215
19/03/2024,215
20/03/2024,215
21/03/2024,215
22/03/2024,215
23/03/2024,215
24/03/2024,215
25/03/2024,208.14285
26/03/2024,208.14285
27/03/2024,208.14285
28/03/2024,208.14285
29/03/2024,208.14285
30/03/2024,208.14285
31/03/2024,208.14285
01/04/2024,225.71428
02/04/2024,225.71428
03/04/2024,225.71428
04/04/2024,225.71428
05/04/2024,225.71428
06/04/2024,225.71428
07/04/2024,225.71428
08/04/2024,211.57143
09/04/2024,211.57143
10/04/2024,211.57143
11/04/2024,211.57143
12/04/2024,211.57143
13/04/2024,211.57143
14/04/2024,211.57143
15/04/2024,232.57143
16/04/2024,232.57143
17/04/2024,232.57143
18/04/2024,232.57143
19/04/2024,232.57143
20/04/2024,232.57143
21/04/2024,232.57143
22/04/2024,293
23/04/2024,293
24/04/2024,293
25/04/2024,293
26/04/2024,293
27/04/2024,293
28/04/2024,293
29/04/2024,406.85715
30/04/2024,406.85715
01/05/2024,406.85715
02/05/2024,406.85715
03/05/2024,406.85715
04/05/2024,406.85715
05/05/2024,406.85715
06/05/2024,421.2857
07/05/2024,421.2857
08/05/2024,421.2857
09/05/2024,421.2857
10/05/2024,421.2857
11/05/2024,421.2857
12/05/2024,421.2857
13/05/2024,371
14/05/2024,371
15/05/2024,371
16/05/2024,371
17/05/2024,371
18/05/2024,371
19/05/2024,371
20/05/2024,326.42856
21/05/2024,326.42856
22/05/2024,326.42856
23/05/2024,326.42856
24/05/2024,326.42856
25/05/2024,326.42856
26/05/2024,326.42856
27/05/2024,345
28/05/2024,345
29/05/2024,345
30/05/2024,345
31/05/2024,345
01/06/2024,345
02/06/2024,345
03/06/2024,410.42856
04/06/2024,410.42856
05/06/2024,410.42856
06/06/2024,410.42856
07/06/2024,410.42856
08/06/2024,410.42856
09/06/2024,410.42856
10/06/2024,549.7143
11/06/2024,549.7143
12/06/2024,549.7143
13/06/2024,549.7143
14/06/2024,549.7143
15/06/2024,549.7143
16/06/2024,549.7143
17/06/2024,692.1429
18/06/2024,692.1429
19/06/2024,692.1429
20/06/2024,692.1429
21/06/2024,692.1429
22/06/2024,692.1429
23/06/2024,692.1429
24/06/2024,694.7143
25/06/2024,694.7143
26/06/2024,694.7143
27/06/2024,694.7143
28/06/2024,694.7143
29/06/2024,694.7143
30/06/2024,694.7143
01/07/2024,679.1429
02/07/2024,679.1429
03/07/2024,679.1429
04/07/2024,679.1429
05/07/2024,679.1429
06/07/2024,679.1429
07/07/2024,679.1429
08/07/2024,753.1429
09/07/2024,753.1429
10/07/2024,753.1429
11/07/2024,753.1429
12/07/2024,753.1429
13/07/2024,753.1429
14/07/2024,753.1429
15/07/2024,730.1429
16/07/2024,730.1429
17/07/2024,730.1429
18/07/2024,730.1429
19/07/2024,730.1429
20/07/2024,730.1429
21/07/2024,730.1429
22/07/2024,601.7143
23/07/2024,601.7143
24/07/2024,601.7143
25/07/2024,601.7143
26/07/2024,601.7143
27/07/2024,601.7143
28/07/2024,601.7143
29/07/2024,499.42856
30/07/2024,499.42856
31/07/2024,499.42856
01/08/2024,499.42856
02/08/2024,499.42856
03/08/2024,499.42856
04/08/2024,499.42856
05/08/2024,370
06/08/2024,370
07/08/2024,370
08/08/2024,370
09/08/2024,370
10/08/2024,370
11/08/2024,370
12/08/2024,319.2857
13/08/2024,319.2857
14/08/2024,319.2857
15/08/2024,319.2857
16/08/2024,319.2857
17/08/2024,319.2857
18/08/2024,319.2857
19/08/2024,291.42856
20/08/2024,291.42856
21/08/2024,291.42856
22/08/2024,291.42856
23/08/2024,291.42856
24/08/2024,291.42856
25/08/2024,291.42856
26/08/2024,320
27/08/2024,320
28/08/2024,320
29/08/2024,320
30/08/2024,320
31/08/2024,320
01/09/2024,320
02/09/2024,330.2857
03/09/2024,330.2857
04/09/2024,330.2857
05/09/2024,330.2857
06/09/2024,330.2857
07/09/2024,330.2857
08/09/2024,330.2857
09/09/2024,344.85715
10/09/2024,344.85715
11/09/2024,344.85715
12/09/2024,344.85715
13/09/2024,344.85715
14/09/2024,344.85715
15/09/2024,344.85715
16/09/2024,483.7143
17/09/2024,483.7143
18/09/2024,483.7143
19/09/2024,483.7143
20/09/2024,483.7143
21/09/2024,483.7143
22/09/2024,483.7143
23/09/2024,492.85715
24/09/2024,492.85715
25/09/2024,492.85715
26/09/2024,492.85715
27/09/2024,492.85715
28/09/2024,492.85715
29/09/2024,492.85715
30/09/2024,551.8571
01/10/2024,551.8571
02/10/2024,551.8571
03/10/2024,551.8571
04/10/2024,551.8571
05/10/2024,551.8571
06/10/2024,551.8571
07/10/2024,572.1429
08/10/2024,572.1429
09/10/2024,572.1429
10/10/2024,572.1429
11/10/2024,572.1429
12/10/2024,572.1429
13/10/2024,572.1429
14/10/2024,550.4286
15/10/2024,550.4286
16/10/2024,550.4286
17/10/2024,550.4286
18/10/2024,550.4286
19/10/2024,550.4286
20/10/2024,550.4286
21/10/2024,424.42856
22/10/2024,424.42856
23/10/2024,424.42856
24/10/2024,424.42856
25/10/2024,424.42856
26/10/2024,424.42856
27/10/2024,424.42856
28/10/2024,303.42856
29/10/2024,303.42856
30/10/2024,303.42856
31/10/2024,303.42856
01/11/2024,303.42856
02/11/2024,303.42856
03/11/2024,303.42856
04/11/2024,248.14285
05/11/2024,248.14285
06/11/2024,248.14285
07/11/2024,248.14285
08/11/2024,248.14285
09/11/2024,248.14285
10/11/2024,248.14285
11/11/2024,192.28572
12/11/2024,192.28572
13/11/2024,192.28572
14/11/2024,192.28572
15/11/2024,192.28572
16/11/2024,192.28572
17/11/2024,192.28572
18/11/2024,197.71428
19/11/2024,197.71428
20/11/2024,197.71428
21/11/2024,197.71428
22/11/2024,197.71428
23/11/2024,197.71428
24/11/2024,197.71428
25/11/2024,194.42857
26/11/2024,194.42857
27/11/2024,194.42857
28/11/2024,194.42857
29/11/2024,194.42857
30/11/2024,194.42857
01/12/2024,194.42857
02/12/2024,195.71428
03/12/2024,195.71428
04/12/2024,195.71428
05/12/2024,195.71428
06/12/2024,195.71428
07/12/2024,195.71428
08/12/2024,195.71428
09/12/2024,182.71428
10/12/2024,182.71428
11/12/2024,182.71428
12/12/2024,182.71428
13/12/2024,182.71428
14/12/2024,182.71428
15/12/2024,182.71428
16/12/2024,0
17/12/2024,0
18/12/2024,0
19/12/2024,0
20/12/2024,0
21/12/2024,0
22/12/2024,0
